2453222.48020  17.321 0.076
2453225.33440  17.768 0.093
2453225.34071  17.804 0.078
2453225.34704  18.127 0.106
2453225.35342  17.720 0.072
2453235.32697  17.814 0.108
2453235.33328  17.691 0.074
2453235.34593  17.417 0.061
2453239.38481  17.695 0.078
2453239.38998  17.708 0.158
2453239.39516  17.359 0.061
2453239.40034  17.265 0.052
2453247.26244  17.140 0.075
2453247.26875  17.212 0.078
2453247.27507  17.266 0.080
2453249.38299  17.321 0.129
2453249.39044  17.421 0.124
2453249.39791  17.028 0.083
2453249.40537  17.080 0.088
2453250.40550  17.701 0.163
2453251.42872  17.201 0.089
2453251.43621  17.224 0.084
2453252.35332  17.208 0.068
2453252.36124  17.197 0.060
2453252.36933  17.299 0.066
2453252.37729  17.227 0.061
2453261.32041  17.977 0.044
2453261.32378  18.034 0.044
2453261.32713  18.172 0.048
2453261.33050  18.163 0.049
2453262.28939  17.948 0.043
2453262.29349  17.735 0.035
2453262.29761  17.598 0.033
2453262.30176  17.589 0.033
2453263.32927  17.691 0.038
2453263.33331  17.795 0.037
2453263.33735  17.905 0.042
2453263.34139  18.076 0.046
2453264.36486  17.375 0.031
2453264.37295  17.301 0.028
2453264.37700  17.423 0.032
2453266.24963  17.191 0.029
2453266.25640  17.139 0.027
2453266.26335  17.189 0.028
2453266.27040  17.205 0.029
2453267.29626  17.381 0.041
2453267.30910  17.263 0.033
2453267.31548  17.219 0.031
2453277.25413  18.054 0.191
2453277.25817  17.857 0.153
2453277.26225  17.860 0.173
2453277.26629  17.819 0.179
2453278.23243  17.437 0.097
2453278.23880  17.359 0.086
2453278.24526  17.492 0.094
2453283.26891  17.481 0.032
2453283.27570  17.617 0.033
2453283.28784  17.799 0.042
2453283.29450  17.943 0.049
2453296.26368  17.745 0.059
2453296.27118  17.420 0.041
2453296.27869  17.447 0.044
2453303.21682  17.590 0.062
2453303.22428  17.795 0.077
2453303.23174  18.135 0.099
2453303.23919  18.113 0.103
2453306.24037  17.720 0.114
2453306.24836  17.399 0.090
2453306.25637  17.384 0.092
2453306.26443  17.499 0.103
2453307.26597  17.354 0.090
2453307.27215  17.689 0.108
2453307.28102  18.089 0.153
2453309.23555  17.367 0.064
2453309.24073  17.427 0.069
2453309.24590  17.378 0.065
2453309.25109  17.488 0.073
2453310.22301  17.535 0.055
2453310.22820  17.785 0.060
2453310.23337  17.666 0.057
2453310.23856  18.038 0.092
2453311.23592  17.486 0.043
2453311.24227  17.384 0.041
2453311.24864  17.372 0.043
2453313.22305  18.055 0.038
2453313.23116  17.870 0.032
2453313.23905  17.755 0.029
2453313.24695  17.459 0.023
2453314.24100  17.206 0.018
2453314.24741  17.235 0.018
2453314.25395  17.277 0.019
2453314.26041  17.307 0.020
2453315.24999  18.164 0.040
2453315.25688  17.867 0.033
2453315.26366  17.649 0.028
2453315.27040  17.545 0.028
2453317.20212  17.325 0.026
2453317.20731  17.278 0.024
2453317.21249  17.277 0.024
2453317.21768  17.326 0.024
2453318.21557  18.210 0.059
2453318.22204  17.872 0.048
2453318.22866  17.658 0.041
2453318.23503  17.761 0.045
2453329.21021  17.302 0.036
2453329.22292  17.489 0.042
2453329.22927  17.542 0.044
2453331.21501  17.527 0.055
2453331.22133  17.492 0.056
2453331.22765  17.478 0.052
2453331.23397  17.482 0.050
2453332.21925  18.172 0.095
2453332.22573  18.376 0.118
2453332.23210  18.523 0.141
2453332.23847  18.152 0.206
2453355.14467  18.414 0.086
2453355.14987  18.051 0.058
2453355.15508  17.948 0.051
2453355.16030  17.868 0.041
2453358.17934  17.438 0.041
2453358.18685  17.564 0.043
2453358.19440  17.504 0.046
2453365.18255  17.384 0.077
2453365.18831  17.348 0.078
2453365.19351  17.505 0.088
2453459.59025  18.197 0.131
2453459.59547  18.491 0.210
2453465.56328  17.489 0.035
2453465.56713  17.455 0.035
2453465.57099  17.437 0.034
2453465.57483  17.411 0.035
2453487.54368  17.699 0.063
2453487.54663  17.557 0.059
2453487.54956  17.502 0.058
2453487.55251  17.665 0.065
2453508.50310  17.655 0.039
2453508.50559  17.619 0.036
2453508.50808  17.702 0.038
2453508.51057  17.869 0.051
2453564.43700  17.677 0.045
2453564.44112  17.873 0.055
2453564.44487  17.866 0.052
2453570.45940  17.428 0.056
2453570.46235  17.417 0.050
2453570.46530  17.417 0.046
2453570.46825  17.388 0.045
2453570.47121  17.391 0.047
2453578.48530  18.300 0.108
2453578.48832  18.135 0.087
2453578.49085  18.629 0.134
2453578.49337  18.394 0.119
2453581.41041  17.505 0.062
2453581.41290  17.499 0.055
2453581.41540  17.583 0.058
2453581.41788  17.699 0.063
2453582.42626  17.524 0.064
2453582.43125  17.499 0.051
2453582.43374  17.430 0.052
2453584.36783  17.458 0.063
2453584.37008  17.423 0.058
2453584.37235  17.556 0.057
2453584.37463  17.419 0.054
2453584.37690  17.407 0.052
2453593.41794  17.641 0.040
2453593.42118  17.669 0.041
2453593.42441  17.814 0.045
2453597.37107  17.863 0.091
2453597.37402  17.825 0.068
2453597.37697  17.843 0.074
2453597.37992  17.712 0.070
2453606.36140  17.843 0.084
2453606.36435  18.025 0.084
2453606.37025  17.947 0.081
2453607.43082  17.726 0.107
2453607.43382  17.877 0.107
2453607.43637  17.898 0.115
2453607.43896  17.817 0.106
2453610.40335  17.595 0.071
2453610.40582  17.743 0.079
2453610.40776  17.800 0.077
2453610.40982  17.754 0.078
2453611.37612  18.504 0.083
2453611.37919  18.241 0.069
2453611.38169  18.165 0.069
2453611.38424  18.137 0.064
2453620.37515  17.541 0.051
2453620.37920  17.773 0.053
2453620.38218  17.840 0.061
2453620.38474  17.880 0.065
2453621.36813  17.672 0.061
2453621.37112  17.609 0.063
2453621.37415  17.651 0.061
2453622.35031  17.525 0.046
2453622.35325  17.486 0.039
2453622.35621  17.541 0.040
2453622.35916  17.418 0.037
2453625.41291  17.542 0.048
2453625.41873  17.542 0.045
2453625.42324  17.551 0.046
2453625.42712  17.573 0.049
2453634.20742  17.512 0.098
2453634.21059  17.465 0.072
2453634.21426  17.172 0.059
2453634.21793  17.443 0.070
2453642.29540  17.604 0.107
2453642.30133  17.509 0.071
2453644.28029  17.872 0.060
2453644.28255  17.750 0.051
2453644.28481  17.662 0.048
2453644.28707  17.611 0.048
2453648.29497  18.259 0.060
2453648.29799  18.375 0.064
2453648.30093  18.322 0.062
2453648.30396  18.327 0.066
2453649.27834  17.590 0.057
2453649.28131  17.547 0.048
2453649.28430  17.593 0.052
2453649.28727  17.608 0.052
2453650.32783  18.301 0.075
2453650.33080  18.096 0.057
2453650.33376  17.976 0.056
2453650.33673  17.926 0.051
2452984.19199  17.901 0.083
2453115.56206  17.282 0.028
2453204.43633  17.732 0.055
2453212.42650  17.705 0.070
2453235.33960  17.567 0.072
2453251.44368  17.070 0.072
2453264.36890  17.349 0.030
2453278.25162  17.220 0.079
2453307.27685  18.007 0.141
2453314.23461  17.179 0.018
2453329.21656  17.363 0.036
2453365.17714  17.461 0.078
2453564.43335  17.611 0.050
2453582.42876  17.586 0.057
2453606.36731  17.862 0.075
2453621.36511  17.878 0.083
2453651.31203  17.520 0.041
2453651.31542  17.384 0.038
2453651.31871  17.497 0.040
2453652.20857  18.060 0.058
2453652.21272  18.055 0.056
2453652.21687  17.959 0.052
2453652.22102  17.850 0.047
2453653.29184  18.302 0.059
2453653.29529  18.084 0.051
2453653.29856  17.958 0.048
2453653.30181  17.940 0.044
2453654.22941  18.460 0.104
2453654.23145  18.582 0.113
2453654.23350  18.582 0.112
2453654.23553  18.628 0.113
2453679.22188  17.444 0.042
2453679.22523  17.344 0.040
2453679.23180  17.368 0.037
2453680.23983  18.234 0.062
2453680.24339  18.449 0.062
2453680.24728  18.216 0.054
2453680.25112  18.187 0.054
2453682.24336  17.762 0.040
2453682.24629  17.875 0.056
2453682.24857  18.046 0.064
2453682.25090  17.991 0.059
2453847.55881  17.489 0.044
2453847.56221  17.547 0.054
2453847.56560  17.627 0.068
2453847.56901  17.547 0.079
2453869.51810  17.947 0.129
2453869.52104  17.509 0.094
2453869.52397  17.557 0.092
2453869.52691  17.487 0.088
2453897.45492  17.178 0.091
2453897.45809  17.312 0.067
2453897.46126  17.291 0.064
2453897.46443  17.470 0.073
2453911.47232  17.254 0.043
2453911.47638  17.342 0.043
2453911.48045  17.357 0.041
2453911.48453  17.447 0.045
2453913.48785  17.378 0.048
2453913.49192  17.417 0.043
2453913.49601  17.357 0.042
2453913.50008  17.406 0.045
2453916.51681  18.372 0.123
2453916.51975  18.524 0.137
2453916.52562  18.259 0.146
2453917.50023  17.420 0.064
2453917.50432  17.523 0.071
2453917.50839  17.467 0.067
2453938.45094  17.513 0.043
2453938.45433  17.582 0.040
2453938.45773  17.362 0.035
2453938.46112  17.517 0.038
2453939.46599  17.615 0.050
2453939.47754  17.487 0.040
2453941.53587  17.547 0.072
2453941.53994  17.683 0.085
2453941.54403  17.700 0.107
2453941.54810  17.547 0.126
2453949.49371  17.356 0.049
2453949.49779  17.453 0.053
2453949.50187  17.448 0.054
2453951.43507  18.145 0.082
2453951.43915  18.155 0.070
2453951.44322  18.055 0.065
2453951.44731  17.942 0.058
2453952.43975  17.438 0.055
2453952.44269  17.321 0.045
2453952.44562  17.302 0.043
2453952.44856  17.363 0.046
2453953.33773  17.755 0.096
2453953.34182  17.693 0.079
2453953.34588  17.672 0.077
2453953.34997  17.636 0.072
2453957.51093  18.059 0.154
2453958.53972  17.691 0.134
2453958.54295  17.824 0.141
2453958.54618  17.755 0.138
2453958.54940  17.925 0.152
2453959.40337  18.074 0.130
2453959.40756  17.604 0.093
2453959.41172  17.722 0.104
2453960.39093  17.433 0.084
2453960.39575  17.352 0.074
2453960.40057  17.476 0.079
2453960.40540  17.427 0.078
2453964.51205  18.345 0.160
2453964.51618  18.265 0.123
2453964.52034  18.017 0.112
2453964.52447  18.070 0.115
2453965.50167  17.353 0.055
2453965.50512  17.368 0.058
2453965.50858  17.399 0.062
2453966.45055  17.315 0.059
2453966.45446  17.427 0.050
2453966.45836  17.361 0.050
2453966.46227  17.395 0.051
2453967.39808  17.395 0.060
2453967.40176  17.451 0.054
2453967.40544  17.465 0.056
2453967.40912  17.544 0.057
2453968.43366  17.873 0.098
2453968.43666  17.820 0.078
2453968.43965  17.613 0.069
2453968.44266  17.654 0.071
2453970.46231  17.899 0.089
2453970.46530  17.868 0.071
2453970.47130  17.578 0.058
2453971.52849  17.844 0.077
2453971.53152  18.060 0.077
2453971.53452  18.025 0.074
2453971.53751  17.802 0.066
2453972.40541  17.423 0.045
2453972.40817  17.486 0.042
2453972.41095  17.389 0.039
2453972.41373  17.451 0.041
2453973.30486  17.464 0.040
2453973.30901  17.413 0.034
2453973.31314  17.351 0.033
2453973.31728  17.343 0.033
2453974.39895  17.467 0.051
2453974.40376  17.314 0.042
2453974.40859  17.457 0.046
2453974.41340  17.461 0.048
2453975.40158  17.587 0.087
2453975.40985  17.859 0.092
2453975.41400  18.219 0.117
2453978.43042  17.480 0.044
2453978.43568  17.407 0.038
2453978.44096  17.484 0.041
2453978.44624  17.483 0.045
2453979.40460  17.343 0.043
2453979.40830  17.340 0.035
2453979.41198  17.445 0.046
2453979.41566  17.338 0.035
2453986.38874  17.598 0.121
2453986.39174  17.657 0.132
2453986.39475  17.707 0.131
2453986.39775  17.505 0.112
2453987.32235  17.511 0.079
2453987.32581  17.806 0.098
2453987.32927  17.402 0.077
2453989.37592  17.383 0.055
2453989.37961  17.454 0.058
2453989.38328  17.449 0.058
2453989.38696  17.337 0.054
2453990.42819  17.518 0.052
2453990.43232  17.571 0.057
2453990.43645  17.461 0.053
2453990.44058  17.512 0.055
2453991.41409  17.468 0.047
2453991.41777  17.518 0.049
2453991.42145  17.493 0.048
2453991.42512  17.593 0.052
2453994.31953  17.566 0.041
2453994.32367  17.454 0.034
2453994.32780  17.542 0.037
2453994.33195  17.368 0.033
2453995.35991  17.860 0.051
2453995.37047  18.161 0.054
2453995.37573  18.152 0.054
2453997.41729  17.686 0.048
2453997.42369  17.524 0.043
2453997.43012  17.532 0.043
2453997.43653  17.518 0.046
2454006.29115  18.303 0.133
2454006.29644  18.198 0.076
2454006.30170  17.956 0.064
2454006.30698  17.895 0.079
2454007.36581  18.551 0.093
2454007.36881  18.578 0.099
2454007.37181  18.487 0.095
2454007.37479  18.289 0.078
2454010.38305  17.458 0.040
2454010.38718  17.402 0.034
2454010.39132  17.396 0.035
2454011.32764  17.451 0.060
2454011.33065  17.608 0.067
2454011.33365  17.528 0.063
2454011.33665  17.548 0.062
2454020.34540  17.536 0.059
2454020.34954  17.523 0.060
2454020.35367  17.443 0.056
2454020.35781  17.362 0.054
2454022.27056  17.281 0.025
2454022.27469  17.387 0.027
2454022.27883  17.402 0.027
2454022.28297  17.411 0.028
2454024.23551  17.740 0.066
2454056.38225  17.446 0.035
2454056.38526  17.575 0.039
2454056.38825  17.589 0.037
2454058.14838  17.566 0.039
2454058.15365  17.627 0.031
2454058.15891  17.721 0.033
2454058.16419  17.835 0.036
2454059.24102  17.703 0.028
2454059.24629  17.826 0.032
2454059.25156  18.013 0.034
2454059.25683  18.201 0.041
2454060.24373  17.522 0.034
2454060.24946  17.508 0.039
2454060.25519  17.444 0.036
2454060.26092  17.312 0.032
2454062.22715  18.385 0.079
2454062.23243  18.081 0.068
2454062.23771  17.986 0.058
2454062.24298  17.814 0.056
2454064.26372  17.967 0.045
2454064.27336  17.736 0.044
2454064.27817  17.632 0.044
2454065.19967  17.977 0.039
2454065.20494  17.882 0.035
2454065.21023  17.693 0.033
2454065.21550  17.528 0.029
2454066.19308  17.424 0.044
2454066.19835  17.543 0.053
2454066.20362  17.398 0.043
2454066.20890  17.487 0.037
2454070.21329  17.709 0.076
2454070.21857  17.534 0.094
2454070.22384  17.785 0.135
2454070.22912  17.797 0.117
2454092.13744  18.473 0.143
2454092.14158  18.713 0.124
2454092.14571  18.450 0.091
2454100.24824  18.230 0.124
2454100.25464  18.079 0.113
2454100.26106  17.728 0.087
2454100.26746  17.619 0.081
2454116.17204  17.586 0.029
2454116.17844  17.599 0.029
2454116.18485  17.470 0.026
2454116.19125  17.455 0.026
2454123.15984  18.367 0.098
2454123.16625  18.040 0.055
2454123.17266  17.641 0.041
2454123.17908  17.708 0.035
2454149.64434  17.459 0.047
2454149.64779  17.532 0.058
2454149.65125  17.574 0.078
2454188.57581  17.369 0.041
2454188.57904  17.438 0.038
2454188.58548  17.416 0.036
2454217.55129  17.525 0.051
2454217.55428  17.570 0.056
2454217.55728  17.508 0.062
2454217.56028  17.557 0.078
2454220.55827  17.583 0.081
2454226.52021  18.505 0.149
2454232.52477  17.553 0.043
2454232.52755  17.601 0.045
2454232.53031  17.463 0.044
2454232.53308  17.428 0.046
2454234.54092  17.538 0.086
2454234.54349  17.726 0.113
2454234.54607  17.657 0.126
2454234.54868  17.589 0.151
2454234.55132  17.532 0.184
2454235.52705  17.720 0.064
2454235.52983  17.711 0.061
2454235.53259  17.695 0.067
2454235.53537  17.789 0.076
2454245.51096  18.151 0.167
2454245.51533  18.184 0.137
2454245.51969  18.029 0.126
2454258.51891  17.918 0.130
2454258.52305  17.634 0.112
2454262.50968  18.446 0.118
2453651.30902  17.409 0.039
2453679.22845  17.380 0.037
2453916.52269  18.612 0.161
2453949.48963  17.491 0.061
2453957.50770  18.302 0.178
2453965.49820  17.523 0.078
2453970.46830  17.610 0.059
2453975.40571  17.631 0.077
2453987.33273  17.544 0.082
2453995.36518  18.027 0.048
2454010.39545  17.389 0.035
2454056.39125  17.540 0.038
2454064.26854  17.838 0.050
2454092.14985  18.408 0.074
2454188.58226  17.391 0.036
2454262.51575  18.119 0.166
2454280.50479  17.099 0.056
2454280.50802  17.112 0.054
2454280.51125  17.422 0.072
2454280.51448  17.593 0.088
2454284.45402  17.773 0.114
2454284.45632  17.813 0.116
2454284.45865  17.810 0.118
2454284.46097  17.906 0.127
2454297.53719  17.404 0.079
2454297.54359  17.672 0.134
2454298.50545  18.266 0.115
2454298.51600  17.541 0.059
2454308.35998  17.920 0.103
2454308.36638  17.916 0.094
2454308.37279  17.916 0.094
2454308.37920  17.626 0.076
2454309.38862  17.729 0.115
2454309.39390  17.860 0.113
2454309.39917  17.832 0.113
2454309.40443  17.824 0.111
2454312.43773  17.361 0.101
2454312.44191  17.439 0.104
2454312.44607  17.333 0.104
2454321.49110  17.445 0.071
2454321.50163  17.239 0.060
2454321.50691  17.644 0.089
2454322.51116  17.959 0.088
2454322.51508  17.895 0.071
2454322.51898  17.915 0.074
2454322.52290  17.658 0.063
2454324.45136  17.291 0.076
2454324.45777  17.560 0.130
2454324.46418  17.626 0.102
2454324.47060  17.259 0.076
2454326.44965  17.618 0.109
2454326.45389  17.416 0.073
2454326.45805  17.365 0.080
2454326.46231  17.361 0.096
2454334.52154  17.658 0.082
2454334.52432  17.604 0.074
2454334.52710  17.527 0.075
2454337.30037  17.952 0.115
2454337.30565  18.175 0.134
2454337.31093  18.262 0.147
2454338.35549  17.332 0.103
2454338.36075  17.572 0.130
2454339.40854  17.558 0.129
2454339.41386  17.404 0.112
2454339.42357  17.730 0.150
2454348.33381  17.411 0.066
2454348.33908  17.527 0.067
2454353.40909  17.453 0.041
2454353.41970  17.275 0.028
2454354.35933  17.269 0.031
2454354.36453  17.295 0.032
2454354.36873  17.293 0.032
2454354.37295  17.388 0.035
2454366.33959  17.663 0.095
2454366.34720  17.747 0.091
2454367.36358  17.780 0.124
2454367.36894  18.392 0.180
2454367.37998  18.445 0.201
2454371.29387  18.310 0.171
2454371.29985  18.396 0.187
2454371.30285  18.212 0.158
2454372.23628  18.464 0.148
2454372.23927  18.512 0.164
2454372.24228  18.160 0.128
2454374.37224  18.333 0.138
